"track_artist","track_popularity","playlist_genre","playlist_subgenre","release_date","duration_min","danceability","energy","loudness","speechiness","acousticness","liveness","tempo"
"Don Omar",48,"latin","reggaeton",2012-01-01,3.86666666666667,0.704,0.868,-4.558,0.0854,0.0101,0.0258,127.994
"Don Omar",49,"latin","reggaeton",2012-01-01,4.084,0.355,0.958,-4.029,0.349,0.0235,0.331,190.313
"Don Omar",46,"latin","reggaeton",2016-11-11,4.09711666666667,0.808,0.873,-2.912,0.238,0.0418,0.0818,109.987
"Don Omar",3,"latin","reggaeton",2004-01-01,5.01888333333333,0.676,0.891,-5.54,0.199,0.219,0.0536,173.976
"Don Omar",37,"latin","reggaeton",2012-01-01,3.17266666666667,0.736,0.842,-4.919,0.222,0.0869,0.0382,180.014
"Don Omar",58,"latin","reggaeton",2015-06-16,3.90133333333333,0.684,0.882,-4.546,0.0312,0.169,0.226,95.986
"Don Omar",53,"latin","reggaeton",2015-06-16,3.554,0.718,0.888,-4.778,0.0441,0.0241,0.0565,91.998
"Wisin",1,"latin","reggaeton",2017-03-06,4.31133333333333,0.702,0.93,-4.13,0.0674,0.0758,0.368,96.027
"Don Omar",47,"latin","reggaeton",2010-01-01,3.37666666666667,0.821,0.667,-5.845,0.124,0.188,0.0647,96.415
"Don Omar",44,"latin","reggaeton",2016-11-11,3.51355,0.771,0.881,-4.335,0.0909,0.0666,0.306,94.015
"Don Omar",44,"latin","reggaeton",2016-11-11,3.52533333333333,0.752,0.726,-4.59,0.0564,0.0197,0.203,92.004
"Don Omar",44,"latin","reggaeton",2016-11-11,2.95266666666667,0.748,0.653,-4.857,0.27,0.0629,0.248,89.921
"Don Omar",51,"latin","reggaeton",2015-06-16,3.02221666666667,0.857,0.855,-5.108,0.134,0.0939,0.0443,95.02
"Don Omar",46,"latin","reggaeton",2015-06-16,3.94133333333333,0.663,0.909,-4.871,0.106,0.169,0.341,170.058
"Don Omar",46,"latin","reggaeton",2015-06-16,3.94711666666667,0.603,0.901,-4.365,0.0536,0.0313,0.857,175.926
"Don Omar",43,"latin","reggaeton",2010-01-01,4.86866666666667,0.718,0.692,-7.941,0.0449,0.452,0.381,139.968
"Don Omar",50,"latin","reggaeton",2015-06-16,3.20088333333333,0.62,0.876,-4.41,0.101,0.0911,0.376,195.996
"Don Omar",39,"latin","reggaeton",2009-01-01,4.09778333333333,0.742,0.753,-8.877,0.172,0.0304,0.352,149.962
"Don Omar",48,"latin","reggaeton",2015-06-16,4.38955,0.698,0.738,-3.508,0.172,0.141,0.414,92.009
"JEN",51,"latin","reggaeton",2017-07-28,3.664,0.65,0.836,-3.3,0.214,0.083,0.0982,180.1
"Don Omar",49,"latin","reggaeton",2017-03-24,3.25666666666667,0.744,0.871,-5.123,0.0499,0.145,0.0752,172.03
"Don Omar",43,"latin","reggaeton",2010-01-01,4.14378333333333,0.735,0.787,-6.299,0.0366,0.00113,0.242,98.009
"Mike Stanley",47,"latin","reggaeton",2017-06-30,3.08266666666667,0.727,0.932,-5.117,0.0452,0.0689,0.153,92.016
"Tito ""El Bambino""",45,"latin","reggaeton",2017-12-15,3.5,0.838,0.71,-5.835,0.0862,0.126,0.0589,159.919
"Don Omar",2,"latin","reggaeton",2004-01-01,2.77845,0.887,0.631,-8.124,0.172,0.102,0.107,95.032
"Rauw Alejandro",66,"latin","reggaeton",2019-12-27,4.22221666666667,0.544,0.572,-6.272,0.147,0.41,0.115,179.88
"Myke Towers",62,"latin","reggaeton",2019-12-20,3.28266666666667,0.793,0.631,-6.837,0.406,0.0558,0.322,168.92
"Micro Tdh",74,"latin","reggaeton",2019-11-11,4.5258,0.823,0.556,-7.141,0.0889,0.6,0.3,129.985
"Farruko",64,"latin","reggaeton",2019-12-20,3.71421666666667,0.742,0.745,-6.296,0.231,0.054,0.38,151.932
"D-Note The Beatllionare",63,"latin","reggaeton",2019-11-15,3.65761666666667,0.859,0.73,-4.472,0.0634,0.24,0.0821,92.018
"Casper Magico",54,"latin","reggaeton",2020-01-01,3.79338333333333,0.789,0.765,-4.143,0.118,0.49,0.623,95.075
"Reykon",65,"latin","reggaeton",2019-11-15,2.6208,0.796,0.624,-7.532,0.353,0.0581,0.257,179.967
"Nio Garcia",47,"latin","reggaeton",2019-11-15,3.57458333333333,0.8,0.556,-3.818,0.29,0.172,0.112,188.044
"iZaak",42,"latin","reggaeton",2019-11-15,2.55421666666667,0.666,0.745,-4.892,0.0649,0.196,0.105,166.009
"Beéle",56,"latin","reggaeton",2019-11-18,3.49263333333333,0.829,0.605,-6.625,0.208,0.43,0.0738,95.065
"Jay Wheeler",65,"latin","reggaeton",2019-11-28,4.6572,0.796,0.681,-4.275,0.0574,0.286,0.103,90.021
"Nengo Flow",63,"latin","reggaeton",2019-11-29,3.28911666666667,0.563,0.783,-7.121,0.281,0.00836,0.319,90.118
"Jonna Torres",37,"latin","reggaeton",2019-11-01,3.42856666666667,0.582,0.676,-7.707,0.251,0.365,0.103,181.435
"Roco",52,"latin","reggaeton",2019-11-08,3.09045,0.817,0.859,-4.794,0.0902,0.186,0.291,99.994
"Baby Rasta & Gringo",61,"latin","reggaeton",2019-11-08,2.9221,0.826,0.776,-3.442,0.0566,0.0853,0.0806,93.05
"Maxiolly",53,"latin","reggaeton",2019-11-15,3.6443,0.698,0.658,-6.428,0.105,0.052,0.144,169.979
"Regard",94,"latin","latin hip hop",2019-07-26,2.62676666666667,0.88,0.751,-4.258,0.0874,0.177,0.106,117.948
"Arizona Zervas",71,"latin","latin hip hop",2019-10-10,2.72726666666667,0.621,0.601,-5.616,0.148,0.0522,0.46,116.735
"Future",93,"latin","latin hip hop",2020-01-10,3.96225,0.676,0.609,-5.831,0.481,0.0706,0.152,142.037
"Harry Styles",91,"latin","latin hip hop",2019-12-06,3.45221666666667,0.676,0.771,-3.675,0.0483,0.0237,0.102,99.048
"Roddy Ricch",98,"latin","latin hip hop",2019-12-06,3.27755,0.896,0.586,-6.687,0.0559,0.104,0.79,116.971
"Doja Cat",88,"latin","latin hip hop",2019-11-07,3.96488333333333,0.787,0.673,-4.577,0.158,0.256,0.0904,110.962
"BROCKHAMPTON",88,"latin","latin hip hop",2019-08-23,3.40888333333333,0.453,0.538,-8.212,0.0638,0.449,0.19,122.973
"Mac Miller",87,"latin","latin hip hop",2020-01-09,5.70066666666667,0.794,0.32,-12.92,0.173,0.853,0.112,174.088
"Camila Cabello",94,"latin","latin hip hop",2019-12-06,2.84576666666667,0.724,0.491,-6.024,0.0296,0.018,0.0887,105.046
"The Black Eyed Peas",35,"latin","latin hip hop",2020-01-17,3.80951666666667,0.794,0.798,-4.791,0.0602,0.0651,0.233,105.069
"Harry Styles",90,"latin","latin hip hop",2019-11-17,2.9,0.548,0.816,-4.209,0.0465,0.122,0.335,95.39
"Justin Bieber",95,"latin","latin hip hop",2020-01-03,3.50711666666667,0.662,0.519,-6.554,0.106,0.404,0.121,145.841
"The Weeknd",98,"latin","latin hip hop",2019-11-29,3.35955,0.513,0.796,-4.075,0.0629,0.00147,0.0938,171.017
"Maroon 5",98,"latin","latin hip hop",2019-09-20,3.1581,0.764,0.32,-7.209,0.0546,0.837,0.0822,91.019
"Selena Gomez",88,"latin","latin hip hop",2020-01-10,3.6765,0.838,0.545,-6.713,0.0706,0.208,0.103,114.998
"Travis Scott",89,"latin","latin hip hop",2019-12-27,4.08123333333333,0.559,0.491,-6.406,0.0346,0.0567,0.0992,153.131
"Dua Lipa",97,"latin","latin hip hop",2019-10-31,3.05483333333333,0.794,0.793,-4.521,0.0842,0.0125,0.0952,123.941
"Tones and I",92,"latin","latin hip hop",2019-08-29,3.49063333333333,0.824,0.588,-6.4,0.0924,0.692,0.149,98.027
"Megan Thee Stallion",77,"latin","latin hip hop",2020-01-10,3.32168333333333,0.785,0.753,-3.841,0.0873,0.188,0.265,94.012
"Trevor Daniel",97,"latin","latin hip hop",2018-10-05,2.65636666666667,0.784,0.43,-8.756,0.0364,0.123,0.0887,127.087
"Khalid",83,"latin","latin hip hop",2020-01-09,3.43935,0.701,0.396,-10.182,0.119,0.112,0.223,129.004
"Shakira",79,"latin","latin hip hop",2020-01-13,3.17616666666667,0.775,0.696,-5.184,0.0681,0.0559,0.157,92.007
"Halsey",86,"latin","latin hip hop",2020-01-10,3.42455,0.591,0.585,-6.35,0.0277,0.143,0.109,110.94
"The Black Eyed Peas",96,"latin","latin hip hop",2019-10-12,3.69523333333333,0.721,0.716,-7.037,0.0657,0.0334,0.237,104.994
"Alicia Keys",73,"latin","latin hip hop",2020-01-09,3.47013333333333,0.655,0.722,-4.726,0.048,0.556,0.133,90.099
"Khalid",87,"latin","latin hip hop",2019-11-14,2.62033333333333,0.665,0.712,-7.536,0.0527,0.00103,0.102,93.989
"Billie Eilish",97,"latin","latin hip hop",2019-11-13,4.09043333333333,0.704,0.225,-14.454,0.0994,0.902,0.106,120.006
"Selena Gomez",93,"latin","latin hip hop",2019-10-23,3.44098333333333,0.505,0.34,-9.005,0.0438,0.576,0.21,101.993
"Alan Walker",85,"latin","latin hip hop",2019-12-27,2.98421666666667,0.67,0.668,-4.306,0.0422,0.536,0.133,88.033
"Doja Cat",85,"latin","latin hip hop",2018-03-30,3.182,0.689,0.516,-5.857,0.0444,0.513,0.163,124.876
"Harry Styles",74,"latin","latin hip hop",2019-10-11,2.87045,0.585,0.62,-8.09,0.0327,0.0426,0.15,101.939
"French Montana",75,"latin","latin hip hop",2019-12-06,3.23618333333333,0.718,0.882,-4.677,0.0521,0.0229,0.102,95.005
"Usher",73,"latin","latin hip hop",2019-12-13,3.32866666666667,0.701,0.778,-5.076,0.201,0.125,0.0828,99.956
"Travis Scott",94,"latin","latin hip hop",2019-10-04,2.92868333333333,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469
"Lewis Capaldi",90,"latin","latin hip hop",2019-11-19,3.58511666666667,0.459,0.575,-4.858,0.0573,0.604,0.0885,111.881
"KAYTRANADA",67,"latin","latin hip hop",2019-12-13,3.77866666666667,0.784,0.645,-7.325,0.402,0.00936,0.117,109.978
"JP Saxe",88,"latin","latin hip hop",2019-10-17,3.47811666666667,0.464,0.473,-10.086,0.129,0.866,0.109,75.801
"Post Malone",98,"latin","latin hip hop",2019-09-06,3.588,0.695,0.762,-3.497,0.0395,0.192,0.0863,120.042
"Ant Saunders",62,"latin","latin hip hop",2019-06-18,3.72093333333333,0.866,0.399,-10.938,0.0745,0.117,0.0689,129.047
"Shawn Mendes",93,"latin","latin hip hop",2019-06-21,3.18266666666667,0.759,0.54,-6.039,0.0287,0.037,0.0945,116.947
"Tyga",91,"latin","latin hip hop",2019-11-13,2.19345,0.816,0.63,-5.568,0.226,0.133,0.0692,96.493
"Lewis Capaldi",94,"latin","latin hip hop",2019-05-17,3.03601666666667,0.501,0.405,-5.679,0.0319,0.751,0.105,109.891
"Lil Nas X",90,"latin","latin hip hop",2019-06-21,2.61778333333333,0.878,0.619,-5.56,0.102,0.0533,0.113,136.041
"BTS",83,"latin","latin hip hop",2019-10-18,3.77201666666667,0.584,0.685,-7.811,0.425,0.0304,0.189,97.551
"The Chainsmokers",62,"latin","latin hip hop",2019-07-24,3.62755,0.591,0.702,-5.59,0.0289,0.225,0.414,104.003
"blackbear",94,"latin","latin hip hop",2019-08-23,3.08488333333333,0.778,0.559,-7.109,0.0776,0.128,0.399,129.989
"Khalid",81,"latin","latin hip hop",2018-10-18,3.822,0.596,0.552,-10.278,0.097,0.0765,0.104,97.949
"Y2K",91,"latin","latin hip hop",2019-06-28,2.67711666666667,0.843,0.391,-7.899,0.0845,0.181,0.137,129.972
"Ed Sheeran",91,"latin","latin hip hop",2019-07-12,3.40778333333333,0.857,0.621,-6.376,0.0824,0.148,0.0865,97.986
"Miley Cyrus",81,"latin","latin hip hop",2019-08-16,3.89423333333333,0.53,0.538,-6.672,0.0335,0.17,0.248,148.051
"Camila Cabello",87,"latin","latin hip hop",2019-09-04,3.45065,0.74,0.498,-6.684,0.0456,0.0169,0.319,98.016
"Lil Nas X",84,"latin","latin hip hop",2019-06-21,1.91488333333333,0.703,0.594,-6.146,0.0752,0.342,0.123,153.848
"Halsey",87,"latin","latin hip hop",2019-09-13,3.0301,0.667,0.583,-5.127,0.0747,0.231,0.181,92.043
"Khalid",75,"latin","latin hip hop",2019-04-05,2.95111666666667,0.729,0.545,-7.818,0.0316,0.0174,0.369,103.012
"Travis Scott",87,"latin","latin hip hop",2018-08-03,5.21366666666667,0.834,0.73,-3.714,0.222,0.00513,0.124,155.008
"Nicky Jam",82,"latin","latin hip hop",2020-01-08,3.2482,0.595,0.807,-2.409,0.0489,0.416,0.565,188.081
"The Chainsmokers",67,"latin","latin hip hop",2019-07-24,3.49821666666667,0.294,0.505,-8.106,0.042,0.12,0.0977,85.332
"Chris Brown",71,"latin","latin hip hop",2019-06-25,3.41466666666667,0.66,0.395,-5.242,0.0333,0.873,0.112,81.997
"Khalid",82,"latin","latin hip hop",2019-04-05,3.29288333333333,0.901,0.4,-8.575,0.126,0.051,0.0599,135.984
"Selena Gomez",86,"latin","latin hip hop",2019-10-24,2.70993333333333,0.563,0.564,-7.906,0.271,0.114,0.304,154.355
"Chris Brown",85,"latin","latin hip hop",2019-06-28,4.344,0.698,0.454,-6.756,0.151,0.123,0.155,92.932
"Kygo",81,"latin","latin hip hop",2018-10-26,3.5227,0.693,0.575,-6.998,0.0801,0.374,0.252,117.999
"Kygo",87,"latin","latin hip hop",2019-06-28,3.80445,0.693,0.678,-7.159,0.0324,0.0154,0.101,103.952
"Anuel AA",93,"latin","latin hip hop",2019-07-19,5.02856666666667,0.786,0.808,-3.702,0.0882,0.0846,0.0822,105.027
"Noah Cyrus",88,"latin","latin hip hop",2019-07-31,2.60178333333333,0.708,0.186,-8.953,0.0422,0.868,0.0779,72.541
"Marshmello",85,"latin","latin hip hop",2019-06-21,3.0304,0.659,0.623,-2.253,0.0451,0.0667,0.582,88.042
"Ruel",74,"latin","latin hip hop",2019-04-30,3.55996666666667,0.675,0.414,-6.508,0.0569,0.105,0.192,128.927
"The Chainsmokers",85,"latin","latin hip hop",2016-07-29,4.08266666666667,0.748,0.524,-5.599,0.0338,0.414,0.111,95.01
"Sam Smith",91,"latin","latin hip hop",2019-07-19,3.37008333333333,0.477,0.682,-4.931,0.0925,0.153,0.0763,110.567
"Post Malone",90,"latin","latin hip hop",2019-09-06,2.91421666666667,0.548,0.653,-3.875,0.081,0.456,0.103,150.068
"Zara Larsson",74,"latin","latin hip hop",2019-06-21,3.80186666666667,0.665,0.799,-2.868,0.0617,0.18,0.125,101.976
"Dennis Lloyd",74,"latin","latin hip hop",2019-02-15,2.92373333333333,0.421,0.653,-4.85,0.398,0.0135,0.114,78.6
"Dominic Fike",86,"latin","latin hip hop",2018-10-16,2.96111666666667,0.815,0.518,-6.594,0.0897,0.223,0.104,151.891
"Ed Sheeran",90,"latin","latin hip hop",2019-05-10,3.66578333333333,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956
"Silk City",81,"latin","latin hip hop",2018-09-06,3.96955,0.588,0.67,-6.439,0.0473,0.0104,0.338,118.159
"Riton",86,"latin","latin hip hop",2019-09-13,3.47456666666667,0.737,0.828,-4.711,0.0396,0.0149,0.0862,124.052
"Drake",88,"latin","latin hip hop",2019-06-15,3.42378333333333,0.831,0.502,-4.045,0.046,0.101,0.122,100.541
"Sia",75,"latin","latin hip hop",2019-04-12,2.93045,0.725,0.703,-4.641,0.0466,0.0632,0.14,106.032
"Jonas Brothers",86,"latin","latin hip hop",2019-06-07,3.05,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01
"Normani",83,"latin","latin hip hop",2019-08-16,3.23061666666667,0.599,0.887,-3.967,0.0984,0.0192,0.3,170.918
"SAINt JHN",72,"latin","latin hip hop",2019-09-13,2.93698333333333,0.784,0.721,-5.457,0.0506,0.0149,0.285,121.966
"GASHI",63,"latin","latin hip hop",2019-08-28,2.96301666666667,0.755,0.828,-4.443,0.0356,0.0271,0.0799,109.011
"MEDUZA",88,"latin","latin hip hop",2019-02-01,2.54855,0.677,0.744,-6.806,0.0295,0.0404,0.074,124.08
"King Princess",79,"latin","latin hip hop",2018-02-23,3.75221666666667,0.6,0.535,-7.043,0.107,0.648,0.162,71.912
"Post Malone",88,"latin","latin hip hop",2018-12-14,2.634,0.76,0.479,-5.574,0.0466,0.556,0.0703,89.911
"Ed Sheeran",89,"latin","latin hip hop",2019-06-28,3.29778333333333,0.64,0.648,-8.113,0.187,0.124,0.0802,92.977
"Mark Ronson",79,"latin","latin hip hop",2018-11-30,3.62445,0.601,0.794,-5.844,0.0671,0.00987,0.388,114.066
"Young Thug",86,"latin","latin hip hop",2019-11-01,4.66511666666667,0.845,0.631,-8.206,0.216,0.188,0.0806,111.983
"Kina",85,"latin","latin hip hop",2018-08-31,3.1322,0.522,0.128,-18.717,0.0357,0.894,0.0941,109.986
"Khalid",70,"latin","latin hip hop",2019-04-05,3.58711666666667,0.789,0.427,-9.918,0.308,0.0649,0.171,97.032
"Tyler, The Creator",84,"latin","latin hip hop",2019-05-17,3.16778333333333,0.554,0.498,-8.866,0.0685,0.23,0.795,79.635
"Billie Eilish",83,"latin","latin hip hop",2019-07-11,3.24733333333333,0.67,0.453,-11.265,0.295,0.252,0.117,135.055
"Ariana Grande",87,"latin","latin hip hop",2019-02-08,3.45533333333333,0.717,0.653,-5.634,0.0658,0.229,0.101,106.966
"Maren Morris",76,"latin","latin hip hop",2019-10-04,3.28831666666667,0.561,0.597,-6,0.0405,0.286,0.0979,76.826
"Mabel",85,"latin","latin hip hop",2019-01-18,2.97466666666667,0.674,0.881,-2.853,0.147,0.296,0.0793,98.994
"Rauw Alejandro",92,"latin","latin hip hop",2019-08-29,3.32851666666667,0.879,0.703,-4.219,0.0701,0.143,0.0569,94.004
"Sam Fischer",76,"latin","latin hip hop",2019-12-13,3.24755,0.602,0.377,-6.213,0.0446,0.731,0.0808,73.877
"DJ Khaled",71,"latin","latin hip hop",2019-05-17,3.68965,0.639,0.859,-2.758,0.147,0.135,0.129,93.132
"Shawn Mendes",84,"latin","latin hip hop",2019-05-03,3.18,0.692,0.809,-4.198,0.0602,0.524,0.147,123.911
"Rick Ross",69,"latin","latin hip hop",2019-07-26,5.75266666666667,0.581,0.642,-5.318,0.407,0.0519,0.183,80.142
"Enrique Iglesias",68,"latin","latin hip hop",2014-01-01,4.05688333333333,0.723,0.777,-3.503,0.108,0.0426,0.0451,91.017
"J Balvin",70,"latin","latin hip hop",2013-09-29,4.05378333333333,0.746,0.746,-5.046,0.102,0.152,0.274,175.965
"Luis Fonsi",65,"latin","latin hip hop",2017-01-13,3.80333333333333,0.659,0.802,-4.79,0.148,0.208,0.123,177.936
"Shakira",65,"latin","latin hip hop",2010-10-19,3.06155,0.8,0.692,-5.57,0.0614,0.342,0.0554,112.002
"Andeeno Damassy",0,"latin","latin hip hop",2015-03-25,3.38,0.748,0.801,-4.425,0.0526,0.325,0.138,99.992
"Sebastian Yatra",8,"latin","latin hip hop",2016-06-24,3.80778333333333,0.776,0.669,-4.933,0.0638,0.142,0.219,91.012
"Shakira",15,"latin","latin hip hop",NA,3.26021666666667,0.859,0.756,-3.36,0.0643,0.168,0.163,102.033
"Don Omar",51,"latin","latin hip hop",2016-11-11,3.53378333333333,0.765,0.816,-3.99,0.0595,0.124,0.197,89.005
NA,0,"latin","latin hip hop",2012-01-05,4.71178333333333,0.714,0.821,-7.635,0.176,0.041,0.116,95.999
"Deorro",57,"latin","latin hip hop",2016-09-02,2.67175,0.75,0.891,-3.738,0.227,0.0249,0.0569,128.065
"Juanes",32,"latin","latin hip hop",2017-04-21,2.77511666666667,0.666,0.689,-7.344,0.0504,0.111,0.0657,177.874
"Cali Y El Dandee",70,"latin","latin hip hop",2015-09-24,4.18061666666667,0.645,0.821,-3.679,0.213,0.0492,0.193,179.968
"Don Omar",60,"latin","latin hip hop",2012-01-01,4.75555,0.742,0.873,-3.373,0.082,0.232,0.114,90.004
"Shakira",70,"latin","latin hip hop",2017-05-26,3.78155,0.74,0.879,-2.251,0.105,0.193,0.0928,103.71
"Willie Colón",2,"latin","latin hip hop",2016-03-11,4.06738333333333,0.827,0.847,-6.946,0.0665,0.00493,0.079,115.003
"J Balvin",63,"latin","latin hip hop",2016-06-24,3.49045,0.742,0.893,-2.671,0.117,0.115,0.125,177.879
"Daddy Yankee",60,"latin","latin hip hop",2015-09-18,3.73888333333333,0.768,0.894,-2.482,0.0415,0.313,0.0856,105.962
"J Balvin",44,"latin","latin hip hop",2016-06-24,3.42666666666667,0.689,0.675,-4.281,0.32,0.531,0.115,180.065
"Nacho",58,"latin","latin hip hop",2017-04-14,3.45333333333333,0.809,0.876,-4.802,0.155,0.154,0.0525,95.984
"J Balvin",47,"latin","latin hip hop",2013-09-29,3.43778333333333,0.738,0.865,-5.468,0.091,0.367,0.102,177.944
"Prince Royce",69,"latin","latin hip hop",2017-02-24,3.27466666666667,0.732,0.801,-3.859,0.0327,0.39,0.31,123.981
"IAmChino",69,"latin","latin hip hop",2016-02-22,4.20005,0.761,0.829,-3.203,0.0681,0.167,0.189,92.033
"CNCO",12,"latin","latin hip hop",2017-04-07,3.42533333333333,0.792,0.819,-5.418,0.0867,0.0309,0.389,89.98
"Piso 21",72,"latin","latin hip hop",2016-12-02,3.50538333333333,0.76,0.838,-3.828,0.0529,0.547,0.0664,93.05
"Cali Y El Dandee",6,"latin","latin hip hop",2017-01-20,3.28478333333333,0.724,0.84,-3.581,0.0392,0.053,0.727,92.01
"Maluma",17,"latin","latin hip hop",2017-04-21,3.83081666666667,0.755,0.789,-4.502,0.146,0.231,0.351,93.973
"J Balvin",73,"latin","latin hip hop",2017-06-30,3.15733333333333,0.774,0.687,-4.818,0.0584,0.0179,0.128,104.959
"Farruko",2,"latin","latin hip hop",2014-10-27,3.69355,0.737,0.918,-3.592,0.0904,0.152,0.155,93.019
"Leslie Grace",46,"latin","latin hip hop",2016-05-06,3.71295,0.753,0.901,-3.688,0.189,0.23,0.201,100.014
"Major Lazer",4,"latin","latin hip hop",2017-06-02,2.8985,0.696,0.849,-4.391,0.289,0.0457,0.372,108.127
"Danny Ocean",11,"latin","latin hip hop",2016-09-16,3.42901666666667,0.746,0.794,-6.331,0.0698,0.0258,0.0497,104.827
"Kevin Roldan",52,"latin","latin hip hop",2017-06-23,3.49555,0.836,0.649,-3.547,0.148,0.0254,0.0758,96.884
"CNCO",13,"latin","latin hip hop",2017-08-18,3.14661666666667,0.527,0.907,-3.09,0.11,0.154,0.0993,93.813
"Yandel",3,"latin","latin hip hop",2017-08-18,3.39445,0.757,0.733,-4.486,0.2,0.213,0.288,174.05
"Ricky Martin",73,"latin","latin hip hop",2016-09-23,4.31993333333333,0.663,0.92,-4.07,0.226,0.00431,0.101,99.935
"Nicky Jam",71,"latin","latin hip hop",2017-01-20,3.31178333333333,0.832,0.608,-6.042,0.0385,0.282,0.0761,94.013
"Gente De Zona",73,"latin","latin hip hop",2016-04-22,3.386,0.616,0.989,-1.698,0.0483,0.166,0.172,95.036
"Carlos Vives",61,"latin","latin hip hop",2017-05-26,3.79511666666667,0.736,0.964,-2.147,0.129,0.198,0.336,179.935
"Yandel",38,"latin","latin hip hop",2013-11-05,3.85533333333333,0.694,0.755,-5.096,0.0419,0.0687,0.146,97.934
"Carlos Vives",10,"latin","latin hip hop",2017-07-28,3.21931666666667,0.748,0.884,-3.556,0.0501,0.0902,0.361,95.046
"Joey Montana",9,"latin","latin hip hop",2017-09-01,3.26355,0.688,0.859,-4.447,0.0609,0.186,0.121,92.042
"Shakira",71,"latin","latin hip hop",2017-05-26,3.25355,0.75,0.76,-4.836,0.198,0.187,0.0548,183.817
"Nicky Jam",68,"latin","latin hip hop",2017-01-20,3.68378333333333,0.685,0.731,-5.119,0.093,0.204,0.0722,177.912
"Anuel AA",74,"latin","latin hip hop",2016-12-02,5.13183333333333,0.639,0.869,-4.024,0.147,0.27,0.0802,169.801
"Natti Natasha",7,"latin","latin hip hop",2017-08-18,3.87583333333333,0.816,0.806,-3.023,0.0563,0.0347,0.255,79.987
"Yandel",67,"latin","latin hip hop",2017-09-08,3.51288333333333,0.813,0.876,-4.278,0.172,0.182,0.394,94.987
"Romeo Santos",53,"latin","latin hip hop",2014-02-25,2.83133333333333,0.765,0.603,-6.423,0.242,0.0278,0.128,93.005
"Pitbull",4,"latin","latin hip hop",2012-07-30,3.32711666666667,0.553,0.806,-5.783,0.249,0.134,0.0678,86.818
"Don Omar",57,"latin","latin hip hop",2012-01-01,4.39955,0.729,0.894,-3.494,0.0397,0.00205,0.128,124.992
"Jennifer Lopez",57,"latin","latin hip hop",2017-11-10,3.30978333333333,0.743,0.917,-3.941,0.0968,0.0389,0.265,112.941
"Paty Cantú",50,"latin","latin hip hop",2017-10-20,3.78355,0.8,0.836,-3.535,0.0568,0.114,0.134,97.023
"Play-N-Skillz",51,"latin","latin hip hop",2016-12-02,3.96533333333333,0.516,0.732,-3.512,0.0955,0.129,0.108,88.043
"Pitbull",0,"latin","latin hip hop",2015-07-17,3.61445,0.649,0.906,-3.935,0.0427,0.00874,0.906,128.068
"Bad Bunny",74,"latin","latin hip hop",2017-11-03,4.95808333333333,0.807,0.681,-6.268,0.0983,0.423,0.0962,140.006
"KAROL G",57,"latin","latin hip hop",2017-05-05,3.312,0.73,0.769,-4.936,0.178,0.244,0.136,181.931
"Maluma",14,"latin","latin hip hop",2017-11-03,3.06778333333333,0.871,0.768,-5.401,0.122,0.283,0.162,98.989
"Anitta",68,"latin","latin hip hop",2017-12-18,3.35886666666667,0.876,0.55,-5.464,0.152,0.0227,0.294,129.924
"Ozuna",75,"latin","latin hip hop",2017-08-25,3.13466666666667,0.739,0.821,-4.233,0.0852,0.222,0.311,171.077
"Jennifer Lopez",60,"latin","latin hip hop",2017-07-04,3.598,0.673,0.907,-3.716,0.074,0.123,0.423,109.04
"Reik",18,"latin","latin hip hop",2018-02-16,3.69421666666667,0.777,0.779,-4.449,0.0972,0.0543,0.636,94.023
"Nicky Jam",52,"latin","latin hip hop",2018-03-02,2.8938,0.595,0.773,-4.736,0.0549,0.0364,0.334,180.073
"Abraham Mateo",64,"latin","latin hip hop",2017-06-23,4.20333333333333,0.69,0.872,-2.984,0.0588,0.226,0.0858,94
"Becky G",78,"latin","latin hip hop",2018-04-20,3.14266666666667,0.791,0.745,-3.695,0.0464,0.354,0.104,94.014
"Thalía",12,"latin","latin hip hop",2018-06-01,3.62755,0.836,0.799,-4.247,0.0873,0.187,0.092,94.033
